Text Key	Base(en)	Arabic (ar)	Czech (cs)	German (de)	Greek (el)	Spanish (es)	Estonian (et)	Finnish (fi)	French (fr)	Hindi (hi)	Indonesian (id)	Italian  (it)	Japanese (ja)	Khmer (km)	Kannada (kn)	Korean (ko)	Lao (lo)	Latvian (lv)	Malay (ms)	Dutch (nl)	Polish (pl)	Portuguese (pt-PT)	Russian (ru)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Chinese (zh-Hans)	Vietnamese (vi)
loading	Loading…	تحميل…	Načítání…	Wird geladen…	Φόρτωση…	Cargando…	Laadimine…	Ladataan…	Chargement…	लोड हो रहा है…	Memuat…	Caricamento…	読み込み中…	កំពុង​ផ្ទុក...	ಲೋಡ್ ಆಗುತ್ತಿದೆ...	로드 중…	ກຳລັງໂຫລດ...	Notiek ielāde…	Memuatkan…	Bezig met laden…	Ładowanie…	Carregando…	Загрузка…	กำลังโหลด...	Yükleniyor…	Завантаження…	加载中…	Đang tải…
loading_ads	Loading ads, please wait…	جارٍ تحميل الإعلانات، برجاء الانتظار...	Načítání reklam, čekejte prosím…	Anzeigen werden geladen, bitte warten…	Φόρτωση διαφημίσεων, περιμένετε…	Cargando anuncios, por favor espere…	Reklaamide laadimine, palun oodake…	Ladataan mainoksia, odota…	Chargement des annonces, veuillez patienter…	विज्ञापन लोड हो रहे हैं, कृपया प्रतीक्षा करें...	Memuat iklan, harap tunggu…	Caricamento annunci, attendere...	広告を読み込んでいます。お待ちください…	កំពុងផ្ទុកការផ្សាយពាណិជ្ជកម្ម សូមរង់ចាំ...	ಜಾಹೀರಾತುಗಳನ್ನು ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ, ದಯವಿಟ್ಟು ನಿರೀಕ್ಷಿಸಿ...	광고를 로드하는 중입니다. 잠시 기다려 주세요…	ກຳລັງໂຫລດໂຄສະນາ, ກະລຸນາລໍຖ້າ...	Notiek reklāmu ielāde, lūdzu, uzgaidiet…	Memuatkan iklan, sila tunggu…	Advertenties worden geladen, een ogenblik geduld...	Ładowanie reklam, proszę czekać…	Carregando anúncios, aguarde…	Загружается реклама, подождите…	กำลังโหลดโฆษณา กรุณารอสักครู่...	Reklamlar yükleniyor, lütfen bekleyin…	Завантаження оголошень, зачекайте…	正在加载广告，请稍候...	Đang tải quảng cáo, vui lòng đợi...
it_s_recommend_to_keep_this_notification_widget_can_be_updated	it\'s recommend to keep this notification ______ widget can be updated	يوصى بالاحتفاظ بهذا الإشعار وإمكانية تحديث الأداة	toto upozornění doporučujeme ponechat a widget lze aktualizovat	Es wird empfohlen, diese Benachrichtigung beizubehalten und das Widget kann aktualisiert werden	Συνιστάται να διατηρήσετε αυτήν την ειδοποίηση και το widget μπορεί να ενημερωθεί	Se recomienda mantener esta notificación y el widget se puede actualizar.	see märguanne on soovitatav alles jätta ja vidinat saab värskendada	on suositeltavaa säilyttää tämä ilmoitus ja widget voidaan päivittää	il est recommandé de conserver cette notification et le widget peut être mis à jour	इस अधिसूचना को रखने की अनुशंसा की जाती है और विजेट को अपडेट किया जा सकता है	disarankan agar notifikasi ______ widget ini tetap diperbarui	si consiglia di mantenere questa notifica e il widget può essere aggiornato	この通知は保存しておくことをお勧めします。ウィジェットは更新できます	វាត្រូវបានណែនាំឱ្យរក្សាការជូនដំណឹងនេះ ហើយធាតុក្រាហ្វិកអាចត្រូវបានធ្វើបច្ចុប្បន្នភាព	ಈ ಅಧಿಸೂಚನೆಯನ್ನು ಇರಿಸಿಕೊಳ್ಳಲು ಇದು ಶಿಫಾರಸು ಮಾಡುತ್ತದೆ ಮತ್ತು ವಿಜೆಟ್ ಅನ್ನು ನವೀಕರಿಸಬಹುದು	이 알림을 유지하는 것이 좋습니다. 위젯은 업데이트될 수 있습니다.	ມັນແນະນຳໃຫ້ເກັບຮັກສາການແຈ້ງເຕືອນນີ້ໄວ້ ແລະສາມາດອັບເດດ widget ໄດ້	ieteicams paturēt šo paziņojumu, un logrīku var atjaunināt	disyorkan untuk menyimpan pemberitahuan ini ______ widget boleh dikemas kini	het is aan te raden deze melding te behouden en de widget kan worden bijgewerkt	zaleca się zachowanie tego powiadomienia i możliwość aktualizacji widżetu	é recomendável manter esta notificação e o widget pode ser atualizado	рекомендуется сохранить это уведомление, виджет можно обновлять.	ขอแนะนำให้เก็บการแจ้งเตือนนี้ไว้ ______ วิดเจ็ตสามารถอัปเดตได้	Bu bildirimi saklamanız önerilir ve widget güncellenebilir	Рекомендуємо зберегти це сповіщення, і віджет можна оновлювати	建议保留此通知并且小部件可以更新	bạn nên giữ thông báo này và tiện ích có thể được cập nhật
shop_gems	Shop Gems	تسوق الأحجار الكريمة	Nakupujte drahokamy	Edelsteine ​​kaufen	Αγοράστε πολύτιμοι λίθοι	Comprar gemas	Ostke kalliskive	Osta helmiä	Achetez des pierres précieuses	रत्नों की दुकान करें	Belanja Permata	Acquista gemme	宝石を購入する	ទិញត្បូង	ರತ್ನಗಳನ್ನು ಖರೀದಿಸಿ	보석 쇼핑하기	ຊື້ເຄື່ອງແກ້ວປະເສີດ	Pērciet dārgakmeņus	Kedai Permata	Winkel edelstenen	Kupuj klejnoty	Comprar joias	Магазин драгоценных камней	ร้านอัญมณี	Mücevher Alışverişi	Купуйте дорогоцінні камені	购买宝石	Mua đá quý
daily_gift	Daily Gift	هدية يومية	Denní dárek	Tägliches Geschenk	Καθημερινό Δώρο	Regalo diario	Igapäevane kingitus	Päivittäinen lahja	Cadeau quotidien	दैनिक उपहार	Hadiah Harian	Regalo quotidiano	デイリーギフト	អំណោយប្រចាំថ្ងៃ	ದೈನಂದಿನ ಉಡುಗೊರೆ	일일 선물	ຂອງຂວັນປະຈໍາວັນ	Ikdienas dāvana	Hadiah Harian	Dagelijks geschenk	Codzienny prezent	Presente Diário	Ежедневный подарок	ของขวัญประจำวัน	Günlük Hediye	Щоденний подарунок	每日礼物	Quà tặng hàng ngày
rate_us	Rate Us	قيمنا	Ohodnoťte nás	Bewerten Sie uns	Βαθμολογήστε μας	Nos califica	Hinda meid	Anna meille arvosana	Évaluez nous	हमें रेटिंग दें	Nilai Kami	Valutaci	私たちを評価してください	វាយតម្លៃពួកយើង	ನಮ್ಮನ್ನು ರೇಟ್ ಮಾಡಿ	우리를 평가해 주세요	ໃຫ້ຄະແນນພວກເຮົາ	Novērtē mūs	Nilaikan Kami	Beoordeel ons	Oceń nas	Nos avalie	Оцените нас	ให้คะแนนเรา	Bizi değerlendirin	Оцініть нас	评价我们	Đánh giá chúng tôi
watch_a_video	Watch a Video	شاهد فيديو	Koukni se na video	Ein Video angucken	Δες ένα βίντεο	Ver un vídeo	Vaadake videot	Katso video	Regarder une vidéo	वीडियो देखो	Tonton Video	Guarda un video	ビデオを見る	មើលវីដេអូ	ವೀಡಿಯೊವನ್ನು ವೀಕ್ಷಿಸಿ	비디오 보기	ເບິ່ງວິດີໂອ	Skatieties video	Tonton Video	Een video kijken	Obejrzyj wideo	Assista um video	Смотреть видео	ชมวิดีโอ	Bir video izle	Переглянути відео	观看视频	Xem video
share_with_friends	Share with Friends	شارك مع الاصدقاء	Sdílet s přáteli	Mit Freunden teilen	Μοιράσου με φίλους	Compartir con amigos	Jaga sõpradega	Jaa ystävien kanssa	Partager avec des amis	दोस्तों के साथ बांटें	Bagikan dengan Teman	Condividere con gli amici	友人たちと分ける	ចែករំលែកជាមួយមិត្តភក្តិ	ಸ್ನೇಹಿತರೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಿ	친구와 공유	ແບ່ງປັນກັບຫມູ່ເພື່ອນ	Dalīties ar draugiem	Kongsi dengan kawan-kawan	Delen met vrienden	Podziel się z przyjaciółmi	Compartilhe com amigos	Поделиться с друзьями	แบ่งปันกับเพื่อน	Arkadaşlarınla ​​paylaş	Поділися з друзями	和朋友分享	Chia sẻ với bạn bè
purchases_success	Purchases success!	نجاح المشتريات!	Úspěch nákupů!	Kauferfolg!	Επιτυχία αγορών!	¡Éxito en compras!	Edukad ostud!	Onnistuneita hankintoja!	Succès des achats !	खरीदारी सफल!	Pembelian sukses!	Successo negli acquisti!	購入成功！	ការទិញជោគជ័យ!	ಖರೀದಿಗಳು ಯಶಸ್ಸು!	구매 성공!	ສຳເລັດການຊື້!	Veiksmīgi pirkumi!	Kejayaan pembelian!	Aankopen succes!	Zakupy zakończone sukcesem!	Sucesso nas compras!	Покупки удачные!	ซื้อสำเร็จ!	Başarıyı satın alır!	Успішних покупок!	购买成功！	Mua hàng thành công!
about_us	About Us	معلومات عنا	O nás	Über uns	Σχετικά με εμάς	Sobre nosotros	Meist	Meistä	À propos de nous	हमारे बारे में	Tentang kami	Chi siamo	私たちについて	អំពី​ពួក​យើង	ನಮ್ಮ ಬಗ್ಗೆ	회사 소개	ກ່ຽວ​ກັບ​ພວກ​ເຮົາ	Par mums	Tentang kita	Over ons	O nas	Sobre nós	О нас	เกี่ยวกับเรา	Hakkımızda	Про нас	关于我们	Về chúng tôi
feedback	Feedback	تعليق	Zpětná vazba	Rückmeldung	Ανατροφοδότηση	Comentario	Tagasiside	Palaute	Retour	प्रतिक्रिया	Masukan	Feedback	フィードバック	មតិកែលម្អ	ಪ್ರತಿಕ್ರಿಯೆ	피드백	ຄໍາຕິຊົມ	Atsauksmes	Maklum balas	Feedback	Informacja zwrotna	Opinião	Обратная связь	ข้อเสนอแนะ	Geri bildirim	Зворотній зв'язок	反馈	Nhận xét
privacy_policy	Privacy Policy	سياسة الخصوصية	Zásady ochrany osobních údajů	Datenschutzrichtlinie	Πολιτική Απορρήτου	política de privacidad	Privaatsuspoliitika	Tietosuojakäytäntö	politique de confidentialité	गोपनीयता नीति	Kebijakan pribadi	politica sulla riservatezza	プライバシーポリシー	គោលការណ៍​ភាព​ឯកជន	ಗೌಪ್ಯತಾ ನೀತಿ	개인 정보 정책	ນະໂຍບາຍຄວາມເປັນສ່ວນຕົວ	Privātuma politika	Dasar Privasi	Privacybeleid	Polityka prywatności	política de Privacidade	политика конфиденциальности	นโยบายความเป็นส่วนตัว	Gizlilik Politikası	Політика конфіденційності	隐私政策	Chính sách bảo mật
terms_and_conditions	Terms and Conditions	الأحكام والشروط	Pravidla a podmínky	Geschäftsbedingungen	Οροι και Προϋποθέσεις	Términos y condiciones	Tingimused	Käyttöehdot	Termes et conditions	नियम और शर्तें	syarat dan Ketentuan	Termini e Condizioni	利用規約	លក្ខខណ្ឌ	ನಿಯಮಗಳು ಮತ್ತು ಷರತ್ತುಗಳು	이용약관	ຂໍ້ກໍານົດແລະເງື່ອນໄຂ	Noteikumi un nosacījumi	Terma dan syarat	Voorwaarden	Regulamin	Termos e Condições	Условия и положения	ข้อกำหนดและเงื่อนไข	Şartlar ve koşullar	Правила та умови	条款和条件	Các điều khoản và điều kiện
are_you_enjoying_our_app	Are you enjoying our app?	هل تستمتع بتطبيقنا؟	Baví vás naše aplikace?	Gefällt Ihnen unsere App?	Απολαμβάνετε την εφαρμογή μας;	¿Estás disfrutando de nuestra aplicación?	Kas teile meeldib meie rakendus?	Pidätkö sovelluksestamme?	Est-ce que vous appréciez notre application ?	क्या आप हमारे ऐप का आनंद ले रहे हैं?	Apakah Anda menikmati aplikasi kami?	Ti piace la nostra app?	私たちのアプリを楽しんでいますか？	តើអ្នករីករាយនឹងកម្មវិធីរបស់យើងទេ?	ನೀವು ನಮ್ಮ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಆನಂದಿಸುತ್ತಿದ್ದೀರಾ?	우리 앱을 즐기고 계시나요?	ເຈົ້າມັກແອັບຂອງພວກເຮົາບໍ?	Vai jums patīk mūsu lietotne?	Adakah anda menikmati aplikasi kami?	Geniet je van onze app?	Czy podoba Ci się nasza aplikacja?	Você está gostando do nosso aplicativo?	Вам нравится наше приложение?	คุณเพลิดเพลินกับแอพของเราหรือไม่?	Uygulamamızdan memnun musunuz?	Вам подобається наш додаток?	您喜欢我们的应用程序吗？	Bạn có thích ứng dụng của chúng tôi không?
please_give_us_5_stars_if_you_like_amp_let_us_know_your_feedback	Please give us 5-stars if you like ______ let us know your feedback	يرجى إعطائنا 5 نجوم إذا أردت وأخبرنا بتعليقاتك	Pokud se vám líbí, dejte nám 5 hvězdiček a dejte nám vědět svůj názor	Bitte geben Sie uns 5 Sterne, wenn es Ihnen gefällt, und teilen Sie uns Ihr Feedback mit	Δώστε μας 5 αστέρια αν σας αρέσει και πείτε μας τα σχόλιά σας	Por favor danos 5 estrellas si te gusta y déjanos saber tus comentarios	Kui teile meeldib, andke meile 5 tärni ja andke meile oma tagasisidest teada	Anna meille 5 tähteä, jos pidät, ja kerro meille palautetta	Veuillez nous donner 5 étoiles si vous le souhaitez et faites-nous part de vos commentaires	यदि आपको पसंद आए तो कृपया हमें 5-स्टार दें और हमें अपनी प्रतिक्रिया बताएं	Tolong beri kami bintang 5 jika Anda suka ______ beri tahu kami tanggapan Anda	Per favore, dacci 5 stelle se vuoi e facci sapere il tuo feedback	よろしければ5つ星を付けていただき、フィードバックをお聞かせください	សូមផ្តល់ឱ្យយើងនូវផ្កាយ 5 ប្រសិនបើអ្នកចូលចិត្ត ______ អនុញ្ញាតឱ្យពួកយើងដឹងពីមតិកែលម្អរបស់អ្នក។	ನೀವು ಬಯಸಿದರೆ ದಯವಿಟ್ಟು ನಮಗೆ 5-ಸ್ಟಾರ್‌ಗಳನ್ನು ನೀಡಿ ಮತ್ತು ನಿಮ್ಮ ಪ್ರತಿಕ್ರಿಯೆಯನ್ನು ನಮಗೆ ತಿಳಿಸಿ	마음에 드신다면 별 5개를 주시고 피드백을 알려주세요.	ກະລຸນາໃຫ້ພວກເຮົາ 5 ດາວຖ້າທ່ານຕ້ອງການ ______ ໃຫ້ພວກເຮົາຮູ້ຄໍາຕິຊົມຂອງທ່ານ	Lūdzu, piešķiriet mums 5 zvaigznes, ja vēlaties, un dariet mums zināmas savas atsauksmes	Sila beri kami 5 bintang jika anda suka ______ beritahu kami maklum balas anda	Geef ons alstublieft 5 sterren en laat ons uw feedback weten	Jeśli chcesz, daj nam 5 gwiazdek i daj nam znać, co myślisz	Por favor, dê-nos 5 estrelas se quiser e deixe-nos saber seu feedback	Пожалуйста, дайте нам 5 звезд, если вам нравится, и дайте нам знать ваш отзыв	โปรดให้ 5 ดาวแก่เราหากคุณต้องการและแจ้งให้เราทราบความคิดเห็นของคุณ	İsterseniz lütfen bize 5 yıldız verin ve geri bildiriminizi bize bildirin	Будь ласка, дайте нам 5 зірок, якщо вам подобається, і повідомте нам свій відгук	如果您喜欢，请给我们 5 星并让我们知道您的反馈	Vui lòng cho chúng tôi 5 sao nếu bạn thích và cho chúng tôi biết phản hồi của bạn
btn_rate	Rate	معدل	Hodnotit	Rate	Τιμή	Tasa	Hinda	Rate	Taux	दर	Kecepatan	Valutare	レート	អត្រា	ದರ	비율	ອັດຕາ	Likme	Kadar	Tarief	Wskaźnik	Avaliar	Ставка	ประเมิน	Oran	Оцінка	速度	Tỷ lệ
btn_cancel	Cancel	يلغي	zrušení	Stornieren	Ματαίωση	Cancelar	Tühista	Peruuttaa	Annuler	रद्द करना	Membatalkan	Annulla	キャンセル	បោះបង់	ರದ್ದುಮಾಡಿ	취소	ຍົກເລີກ	Atcelt	Batal	Annuleren	Anulować	Cancelar	Отмена	ยกเลิก	İptal etmek	Скасувати	取消	Hủy bỏ
btn_feedback	Feedback	تعليق	Zpětná vazba	Rückmeldung	Ανατροφοδότηση	Comentario	Tagasiside	Palaute	Retour	प्रतिक्रिया	Masukan	Feedback	フィードバック	មតិកែលម្អ	ಪ್ರತಿಕ್ರಿಯೆ	피드백	ຄໍາຕິຊົມ	Atsauksmes	Maklum balas	Feedback	Informacja zwrotna	Opinião	Обратная связь	ข้อเสนอแนะ	Geri bildirim	Зворотній зв'язок	反馈	Nhận xét
tap_here_to_exit	Tap here to exit	اضغط هنا للخروج	Klepnutím sem odejdete	Tippen Sie hier, um den Vorgang zu beenden	Πατήστε εδώ για έξοδο	Toque aquí para salir	Väljumiseks puudutage siin	Poistu napauttamalla tätä	Appuyez ici pour quitter	बाहर निकलने के लिए यहां टैप करें	Ketuk di sini untuk keluar	Tocca qui per uscire	ここをタップして終了します	ចុចទីនេះដើម្បីចេញ	ನಿರ್ಗಮಿಸಲು ಇಲ್ಲಿ ಟ್ಯಾಪ್ ಮಾಡಿ	종료하려면 여기를 탭하세요.	ແຕະບ່ອນນີ້ເພື່ອອອກ	Pieskarieties šeit, lai izietu	Ketik di sini untuk keluar	Tik hier om af te sluiten	Kliknij tutaj, aby wyjść	Toque aqui para sair	Нажмите здесь, чтобы выйти	แตะที่นี่เพื่อออก	Çıkmak için buraya dokunun	Натисніть тут, щоб вийти	点击此处退出	Nhấn vào đây để thoát
free_gems	Free Gems	جواهر مجانية	Drahokamy zdarma	Kostenlose Edelsteine	Δωρεάν πολύτιμοι λίθοι	Gemas gratis	Tasuta kalliskivid	Ilmaisia ​​helmiä	Gemmes gratuites	निःशुल्क रत्न	Permata Gratis	Gemme gratuite	無料のジェム	ត្បូងឥតគិតថ្លៃ	ಉಚಿತ ರತ್ನಗಳು	무료 보석	ແກ້ວປະເສີດຟຣີ	Bezmaksas dārgakmeņi	Permata Percuma	Gratis edelstenen	Darmowe klejnoty	Gemas grátis	Бесплатные драгоценные камни	อัญมณีฟรี	Ücretsiz Taşlar	Безкоштовні дорогоцінні камені	免费宝石	Đá quý miễn phí
daily_gift_limited	You received it today! Comeback on tomorrow and get more.	لقد تلقيتها اليوم! العودة غدا والحصول على المزيد.	Dnes jste to dostali! Vraťte se zítra a získejte více.	Du hast es heute erhalten! Kommen Sie morgen zurück und holen Sie sich mehr.	Το έλαβες σήμερα! Επιστρέψτε αύριο και αποκτήστε περισσότερα.	¡Lo recibiste hoy! Vuelve mañana y consigue más.	Saite selle täna kätte! Tulge homme tagasi ja hankige rohkem.	Sait sen tänään! Tule huomenna ja hanki lisää.	Vous l'avez reçu aujourd'hui ! Revenez demain et obtenez-en plus.	आपको यह आज प्राप्त हुआ! कल वापस आएँ और और अधिक प्राप्त करें।	Anda menerimanya hari ini! Kembalilah besok dan dapatkan lebih banyak.	L'hai ricevuto oggi! Torna domani e ottieni di più.	本日受け取りました！明日はカムバックして、さらに多くのものを手に入れましょう。	អ្នកបានទទួលវាថ្ងៃនេះ! ត្រលប់មកវិញនៅថ្ងៃស្អែក ហើយទទួលបានច្រើនទៀត។	ನೀವು ಇಂದು ಅದನ್ನು ಸ್ವೀಕರಿಸಿದ್ದೀರಿ! ನಾಳೆಗೆ ಹಿಂತಿರುಗಿ ಮತ್ತು ಹೆಚ್ಚಿನದನ್ನು ಪಡೆಯಿರಿ.	오늘 받으셨군요! 내일 다시 돌아와서 더 많은 것을 얻으세요.	ທ່ານໄດ້ຮັບມັນໃນມື້ນີ້! ກັບມາມື້ອື່ນ ແລະຮັບເພີ່ມເຕີມ.	Jūs to saņēmāt šodien! Atgriezieties rīt un iegūstiet vairāk.	Anda menerimanya hari ini! Kembali esok dan dapatkan lebih banyak lagi.	Je hebt hem vandaag ontvangen! Kom morgen terug en krijg meer.	Otrzymałeś to dzisiaj! Wróć jutro i zdobądź więcej.	Você recebeu hoje! Volte amanhã e consiga mais.	Вы получили его сегодня! Приходите завтра и получите больше.	คุณได้รับมันแล้ววันนี้! กลับมาในวันพรุ่งนี้และรับมากขึ้น	Bugün aldın! Yarın geri dönün ve daha fazlasını alın.	Ви отримали його сьогодні! Поверніться завтра та отримайте більше.	您今天收到了！明天回来并获得更多。	Bạn đã nhận được nó ngày hôm nay! Hãy trở lại vào ngày mai và nhận được nhiều hơn.
